transaction_id,store_id,product_id,quantity_refunded,refund_amount,refund_date,supervisor_id,created_at,updated_at
adc011b2-1583-4628-96c2-1f3b7c8a16da,0b390848-5b0f-4cae-822e-5e3b7d4ceb1d,ea40e2d4-7aec-477b-91ce-27366705a0e3,7,242463.72,2024-06-21 11:21:10,19,2024-04-21 09:40:47,2024-08-05 07:42:24
fbe4ba1c-e700-448a-8f99-e6e4453add22,d3f96850-3eca-411c-b7a4-bcd34f0baae9,2a56b75e-9248-4e1c-8376-6121f4b500c9,1,158032.49,2024-03-26 21:47:04,18,2024-04-21 04:40:18,2024-08-02 11:02:07
d1274d4d-7514-447c-ac15-68f5becd153f,a2bf63bb-9c4c-406f-bb48-04bfb10322e2,6e428021-7700-4d3c-b36b-341fea664699,8,265975.36,2024-04-08 20:53:09,71,2024-07-24 00:22:55,2024-08-07 07:58:57
d413ddc4-f0e2-4496-8d98-d8fd253add3f,6769dc00-4f93-4ec2-8aeb-3dcc5a7fa957,f2041026-c6d2-4369-a0a2-9ddde388e282,2,174115.89,2024-04-06 19:22:03,53,2024-03-06 05:22:10,2024-04-26 21:36:35
e8ce463f-3307-4a7c-839e-f174656d485b,cae42ce1-5a6a-4c45-9df4-67ce1a495620,96f07ab1-3266-46eb-9a6a-5d51c230789f,5,65584.41,2024-02-15 04:33:50,10,2024-01-03 23:56:30,2024-05-19 02:58:16
2469aa5e-3dd3-484a-ab2d-8359a6764edc,64ad4a20-3a04-4999-b278-913ae146d298,6b07ac91-9416-4270-beae-845450e6609f,1,195342.44,2024-01-11 22:11:16,13,2024-08-05 09:52:06,2024-07-13 15:31:51
a080e662-ef78-44da-8414-2bf75c35944f,dac9bb5d-d9e5-42b5-9769-9bce25761308,21a021db-9dad-498c-8ca0-b95796fb78d8,6,118689.61,2024-02-05 11:36:11,81,2024-05-07 13:41:16,2024-07-29 20:54:53
5e0c430f-5184-4f77-af38-a03fcac83034,a3c0786a-ad45-4008-a38f-3f211653c3e0,a7c5b071-01ca-402d-9d72-0888c1a5e141,8,639.75,2024-07-05 22:33:03,28,2024-02-21 06:21:50,2024-06-18 05:00:35
42957b4d-e2b7-4502-a109-75b8a9af2e89,f94ecf8a-134c-4921-9b4a-114455be1e4d,e5e12487-fecd-40ec-9d8a-10fbab777cfe,6,75762.84,2024-03-06 02:22:19,5,2024-03-12 01:41:18,2024-06-12 13:23:34
87efbe68-609d-43b4-8b7a-b9a37f3516bb,312c615b-b712-4a9b-a64f-dabaf27ed48f,df037ea1-cb95-4365-a72f-3e1c93bf2f25,8,222375.74,2024-03-15 07:43:31,49,2024-04-14 04:41:32,2024-07-20 14:38:30
64751f6d-8bd0-4fb5-8b8f-70910f43eed5,0e68c816-b8ea-499d-b87b-5edb9cdaeed1,a43bbade-95f6-4e52-a9fd-4f0236ff7ce6,4,291368.14,2024-07-31 04:44:43,20,2024-03-07 08:50:12,2024-04-05 13:27:29
7d8cb436-e027-4d0a-af37-92057741bfd8,df6b99bc-c842-4356-8b85-cc42fd1f00b6,0722957d-38e0-40a8-b231-393e2bda5af3,3,52554.78,2024-01-15 20:19:33,65,2024-05-29 02:10:09,2024-08-27 20:46:01
0c3300e6-ccf5-44d5-a797-c15d40c982b0,f903931a-5c1d-42ae-a187-babb804f83c7,2fd0fefe-b38c-449b-be1b-f29e3269cfab,1,104145.08,2024-05-19 06:51:40,68,2024-04-04 13:46:49,2024-07-15 16:19:23
ae22dd14-b638-460a-b3ad-c9b1bd19cd1e,2dab120a-d39e-4a28-85d6-7bb5b39f8380,f586d50b-15ab-406e-93e8-089b6e80c773,9,156266.94,2024-08-24 12:13:07,81,2024-03-21 07:14:11,2024-05-06 16:54:25
80036985-b9b7-446c-a2fb-9a33d794b402,cf6aa5f7-467a-4dd4-979c-48468d964746,faa086fc-b9d5-4e91-b40e-5f3daf112954,6,136415.09,2024-03-04 04:50:04,29,2024-02-27 05:09:28,2024-05-03 03:45:05
7427cbf1-d366-443e-919d-dbbf85214c02,653621d1-bf83-4d07-b8c8-780d7d367f9a,453ba05e-46b2-49c8-a56f-4be024c4df43,4,271200.22,2024-06-07 09:45:20,76,2024-08-13 23:41:38,2024-06-17 19:22:50
b9534854-bd06-435e-b31a-c701e6ea69ca,f2a986b0-675e-4723-8422-9f3c40870948,50717e41-5112-4363-995c-31db1c2b7734,10,159612.26,2024-03-03 04:33:53,76,2024-07-10 18:15:13,2024-08-01 14:47:25
bd3e31a8-0992-4d74-8215-e823da9c017a,d01b979d-9ca4-4a25-97c1-09085b59fffc,78e1040e-a891-4f45-b47c-c624d680e229,7,48921.93,2024-05-31 07:17:00,83,2024-03-05 17:08:26,2024-08-23 22:22:09
49bd87a0-707d-4f08-bdfc-4343f8ae0945,0cc1a83a-2a07-4d11-92fd-074e1d2f0a25,724a4a12-a016-4a3f-ba2f-0c81579a4e8e,6,51771.07,2024-06-03 16:30:43,38,2024-08-13 03:58:23,2024-06-05 08:22:13
fa0879db-3e2b-49a2-94c3-0c813059cde8,162c5a12-9b4c-48f6-9a35-0f71fd813d76,0cf7f2aa-76fb-4b8c-a8c9-5aff4f730a9c,5,28216.6,2024-06-29 09:52:17,99,2024-01-13 00:09:13,2024-05-13 15:59:01
d8839c71-f471-4db9-9972-e178dedf89eb,801f91db-beb5-4c85-9082-d1ad5f3976de,c88e0085-cd44-4073-ab22-d4256a0687f1,2,181649.61,2024-05-18 13:33:16,26,2024-07-17 14:36:10,2024-04-11 10:52:19
0cd12e13-adb6-44a6-9e88-4b849f6c5b44,15281c2b-43d4-4b0f-a027-a531ca2124d5,59d87482-0058-49e9-be3e-054029541c8b,1,60051.07,2024-03-12 08:09:39,85,2024-03-08 01:17:30,2024-01-21 17:46:26
c54ea75f-96fd-465e-9adf-87ae4b691ce3,6c0d20ec-7998-4ecc-8acf-4ffdd42f3b64,f8b74966-e12e-48c2-97ff-8a0c67a7719b,9,296193.95,2024-02-23 00:52:25,7,2024-04-27 09:34:41,2024-01-14 00:08:20
a62eb405-3d5b-479f-ab6d-00d85b41d646,3fa8576e-cc95-405a-b275-d725f792f756,fab80c8f-e2d1-4af8-9997-ed51f36e164b,5,55697.0,2024-02-19 06:01:06,56,2024-02-18 17:47:49,2024-08-30 04:50:44
45be1478-968b-4b3c-8fcf-619af5dc7196,ae98b6f9-cc3b-4f03-b172-e8024fc143e5,f06c5cc6-6d31-4071-b5db-d57a14a39af9,4,59988.36,2024-07-05 06:53:08,52,2024-04-01 18:43:32,2024-02-06 18:17:00
aa00955b-8c06-4e49-829a-026d6bcd77c6,f2a4a2ab-49e0-46a3-be45-27ce8ebe89e6,e3bf1b5d-6558-47e0-8f52-983d4d225729,10,192706.99,2024-04-17 12:07:29,87,2024-09-03 01:30:09,2024-09-03 21:43:37
a6682d77-9159-4414-b461-974b44faf37c,d9e76679-df36-41b2-a40a-1276431ca481,4e0375dc-c596-4aa1-8d59-d82a82226623,1,84583.68,2024-04-23 16:25:33,32,2024-04-01 08:21:39,2024-06-05 05:28:40
43a34527-bd56-4584-ab0a-56ab22df3fe4,6a4018eb-f51a-436b-a51b-bb7903e45baf,9dac0f56-e541-43bd-bbcf-a90f83a99189,10,81582.38,2024-05-23 08:39:10,52,2024-08-10 16:29:31,2024-03-01 03:45:00
91ae8be9-5f2e-45d3-aa05-6d93c9752269,698bc11b-2566-404f-bfa0-7492d17bed3c,ad21da08-8927-41f0-92fd-e62b649fdc73,2,97829.86,2024-04-26 21:17:35,100,2024-05-26 14:25:28,2024-06-16 23:10:44
d51d3193-f757-4df9-81f2-9f7fc9cbbb18,230e0118-1590-4bf8-bb8b-cf6304a03867,b176037c-a9c2-4376-b60f-e2a50b398e1b,8,77918.26,2024-04-17 04:03:43,35,2024-04-21 13:39:56,2024-08-21 23:35:55
4aa98676-aabd-47d7-ba7c-e52ef1a62dbe,3d5530b2-21a7-47e0-b1a6-0343dd6d7722,72bdaf91-59a2-4c25-b208-d676e6c2f9e3,6,187004.83,2024-01-03 16:07:51,83,2024-06-27 02:00:13,2024-06-04 05:25:25
3641ecea-09af-4a2b-a461-8c80e5ee10cb,7ba5ebe8-a59e-4e84-8afc-ec5e764b6e13,681b897f-444a-497a-b604-339b23ded47c,3,27680.59,2024-05-08 15:25:44,94,2024-07-08 03:42:27,2024-06-26 04:18:19
49e68392-bd4d-41af-8e14-1641e4cce177,32186a04-82f1-4dda-8b0d-9ff16632e62b,09c341ac-d514-4bf4-add7-49e06e7dabf0,1,104193.69,2024-06-14 03:38:21,2,2024-07-22 18:05:06,2024-05-23 05:14:03
37b60043-5e9b-4416-a577-adb5e1c8f98a,06b36c40-6c65-4576-bf61-71ce161cec92,6737df13-12b8-4c86-9a28-8985973dec6b,8,203517.97,2024-06-25 05:53:15,7,2024-03-30 22:21:47,2024-04-18 20:15:51
babc3dc8-54df-4205-a085-2a2f61d3f9f5,507d754f-e839-4345-b429-7f4d0e4ded0b,d095d6e5-08e9-412a-b995-90e21dd77694,1,58117.61,2024-01-27 11:49:25,58,2024-05-10 09:21:49,2024-08-05 20:33:15
612c8569-b324-4111-8107-37db678f80e2,47240b21-fac6-46db-83f6-a9cd8e6803e1,9e07564f-fe66-4c5b-96ec-a3a62406df05,2,96763.59,2024-08-06 12:26:36,76,2024-05-21 11:17:48,2024-02-28 09:20:28
dc2d81c6-5b64-4fe4-bc09-a25e42f655ba,ec112908-a356-48f5-84b1-8512d8c681c5,833881ff-e09a-45d3-9a1a-71666fef1697,8,132749.92,2024-08-10 13:18:57,83,2024-03-07 03:09:08,2024-07-13 16:20:17
865d7ffb-66da-4256-9994-760ac29bed33,1bcb05af-60c1-4731-a59a-8a7a87ee2760,e32eccdd-1bae-4474-ae34-d6f2ff47d694,7,181861.4,2024-07-14 04:54:47,29,2024-01-01 19:33:42,2024-01-16 05:30:16
3e6d9b41-0ce6-483c-8162-e2e6acdc9de8,996258f4-9843-4fa7-9051-a080b4a6e8fe,237026d7-134d-4a0b-9148-65521b1ad167,4,259377.25,2024-08-30 07:41:13,15,2024-06-17 00:11:32,2024-06-09 22:05:46
041a8052-f1ca-44cc-9bf0-da9d940ee244,fdcfcd62-3586-4ec7-bbd1-4a4fd22ef8b9,1cfc9b08-9845-4498-b351-1cf61a0215a1,5,111129.5,2024-08-12 17:45:49,11,2024-08-06 19:26:55,2024-05-17 02:00:50
3fb58d2e-0cf8-4121-b422-50b7f5385bbc,6955e79b-4b5b-4975-a7ca-c12b7b4cdefb,416633d1-7fcb-450c-97a3-de164ef94bea,9,46205.42,2024-01-21 08:46:03,40,2024-05-02 09:35:48,2024-07-11 16:20:36
19ab0412-3dab-4371-a9f6-5c1013b84ad8,5b5c699b-6cc5-477e-b869-faacc00887c9,7fa3bc2b-9203-4cfc-9be3-f9e68d5221ab,9,208094.4,2024-04-17 15:46:40,50,2024-02-13 08:24:14,2024-03-19 01:19:00
0b813848-0da8-4490-a6d0-10c4f83e5b49,8b634249-c0d7-4a3a-9f15-1072c2e1d50b,b4175cc7-67e4-4212-bf63-06776a909392,5,265600.48,2024-06-12 02:56:29,22,2024-03-25 07:11:41,2024-05-05 07:35:47
3ba7a65a-3cce-4f4c-8196-53f12bd4f296,5ba6bb0e-56ee-4168-ac2b-064d5c02f3a3,25f3ce15-528d-4148-bcd5-e28ff0819b4a,3,143779.06,2024-08-17 01:23:44,61,2024-02-06 23:35:12,2024-02-29 04:46:34
9afcdda4-ac3e-4e05-8993-8d50e1046e4b,ac5241b6-7482-4590-a9cf-8c1c0a40de92,827dea5c-97f5-4bfd-9c28-aaf1e6336b9a,4,229193.17,2024-04-11 00:19:40,11,2024-03-16 07:31:57,2024-04-01 02:21:22
87d5356d-5610-414a-9005-a4fb1078bea8,b8ed5231-2ecf-410b-b7e7-ab83f8f1c712,0f6d2721-f424-4687-8993-6aa52423eda2,2,49756.78,2024-04-16 00:01:06,31,2024-01-05 00:04:44,2024-06-04 03:03:34
920e4fb0-3e6f-4274-9ce0-1e16937b3645,c1b287ae-7b25-408a-8841-54c5ed204082,9df31d69-51ca-413c-ba55-31e0a449f0bd,5,232061.41,2024-04-08 02:24:36,96,2024-03-12 19:05:04,2024-02-16 05:34:16
9d167568-9ebe-41f8-af0c-bbc7a4cc2ef8,6933b54e-3a3a-4f79-b5fe-dcbb48ea403b,496d03f1-e04d-41ed-8e5d-a3445f9cdccf,5,190761.89,2024-04-01 22:34:55,9,2024-08-03 18:01:12,2024-07-06 18:28:14
125520ce-d739-41ca-b312-d9039fc5a3d0,d51c1f4a-daf6-47ab-9c6c-e0a736631ef6,ae745e1c-d691-47cf-ad1d-25c6963a550d,7,206578.18,2024-06-20 12:20:50,43,2024-01-24 13:05:28,2024-08-27 11:19:11
4a85801d-b96f-4352-9e1b-31078e021c96,1b741e39-5483-4db0-82d4-a5c1771e45e8,0b25a6b4-fb7f-4daa-9520-35883737b21c,6,129542.3,2024-08-30 08:58:29,88,2024-04-09 10:08:55,2024-05-21 21:45:16
a9beedeb-ccc8-4bfd-80ff-ec81f1bdae50,d095f9fe-5ab8-4aa0-b61f-9cfaf1d853d7,71fb37a4-6826-4d9e-9f00-271c7ceb18db,8,199490.39,2024-07-06 02:10:54,80,2024-04-08 01:35:12,2024-05-15 01:04:01
b17fdfbb-fd38-4d76-8332-977cb345e52d,763546e6-9062-4ab3-87cb-e20801d2c7cb,b166a5d9-a589-4d7e-a8f2-c51abcb6d557,9,163610.67,2024-05-18 18:24:38,58,2024-04-16 10:50:22,2024-08-25 02:37:47
53b90527-78bd-4306-b51a-ded2a8433fff,d8a955f3-c363-4388-a263-3dea69a923dc,c9aee0a3-2b39-4741-930c-c0bb32cd69c3,2,131950.92,2024-05-01 01:09:41,77,2024-07-27 01:37:23,2024-01-01 19:35:44
df7286e5-471d-4745-8fe6-c272d5fa4abe,57340cd4-d254-4583-8bb0-8d7a81118a59,70326767-3104-466c-b1cd-4b624568e907,5,127629.02,2024-08-27 19:59:59,31,2024-04-14 15:34:15,2024-07-13 02:05:09
c785706a-4920-4cf3-825c-3e0f3d4ffa85,c85cae56-4717-43eb-a188-d213ad85a69c,412cb671-7d9b-439d-b4d2-5cfcdbb99b50,7,198554.31,2024-08-07 17:44:37,20,2024-02-29 23:24:34,2024-01-05 02:59:25
7054dd1d-10cc-4de1-a598-72035332eb3a,cbf3f9ac-c71e-4837-b4fe-4005c8d09692,efa55765-aef8-438c-b159-066e2401b7f2,5,34305.77,2024-01-11 09:32:27,90,2024-05-20 11:19:50,2024-05-20 15:55:36
07f609c1-1737-483c-ba8f-00086c96baf6,51a8341b-d27d-41c7-94a6-698a23345ddf,ebc5a9ac-a8b0-4d7e-8d3d-49ef599af6f9,7,3144.2,2024-04-15 05:38:12,69,2024-07-14 15:52:11,2024-08-26 08:33:00
82d758b0-edbf-40bc-98be-5447ffde0efb,f0504d79-8337-4070-8eab-d8a33d2f729b,93c6aa4b-e059-49a5-9611-b87893e5e9f1,7,115932.24,2024-04-05 19:16:25,48,2024-06-07 19:49:08,2024-09-05 10:12:55
b348b730-ef33-4fef-ab37-a143e135a434,4ac97830-d2d1-441e-bb34-9138ca535900,7c76680b-b8cf-4efe-94c5-78bc5605f37c,8,164791.53,2024-02-03 19:11:29,58,2024-08-11 01:52:41,2024-03-07 11:23:36
4c415a22-c76c-4c9f-b811-f68d834aa3ba,a7edcab4-567f-445e-af1a-5eab0b93f8ba,3b6e1c6f-3770-4448-a026-a7acff2c098a,8,102925.77,2024-07-06 21:19:26,39,2024-06-20 15:04:08,2024-08-28 03:58:03
9e8063aa-852d-4d52-82ac-e731554e99ec,1bdd7e98-20dc-41f8-b811-9e5057091272,0f287f32-dfac-475d-8a25-88089f960fe9,4,44261.86,2024-03-26 04:42:17,30,2024-07-26 10:27:07,2024-04-12 02:16:37
ca1a98f9-9060-4bdb-b57d-a4c582f4ce11,864fe2fb-c935-420c-9af0-b99a23d9fc12,2d27b683-bb86-4a0b-85ea-6b6ee509f7c7,2,222240.05,2024-08-09 10:59:39,48,2024-01-22 13:31:12,2024-02-11 00:57:20
9d2304bd-46a0-4fc7-8fea-ea45dd9a6ee5,7257961b-f2ff-4cb8-9ae6-bbc2954fccd2,96a73881-d882-45fa-8156-b0a1f91be72b,2,283202.22,2024-08-27 23:19:05,68,2024-09-05 20:54:45,2024-07-12 14:29:33
1e2ba6bf-58ed-4123-bb76-859ed3c8d5b7,ea3c92df-341c-4db4-9f9e-66342502848b,1cdd8183-addd-4748-bcbb-871233495e07,4,86746.52,2024-09-01 12:57:51,13,2024-01-31 09:04:14,2024-06-23 01:39:25
2c29641a-18a0-4e31-bdad-309f1eeeeb70,b445c703-c7dc-47dd-b3f7-7587570db7b5,f1fa45e3-3252-4113-bdd1-e76363d59b41,8,130870.01,2024-05-07 17:29:26,50,2024-03-25 19:43:52,2024-04-12 01:36:04
ccd4ac2c-dd3c-4296-9169-e8d857e6e980,e181d101-0ce7-43f3-8f5f-7b32addf6047,625fba5e-cb27-4cc1-bb19-c05fcbb23c81,5,38965.13,2024-06-21 16:54:38,94,2024-05-24 13:14:14,2024-07-14 11:10:09
f8d8d72c-3d1f-43d7-902e-04cdc9b4a517,7aea6c2b-81e6-4dad-a714-dfc3b6c4bf01,eeab9b6e-2ae3-4595-aa35-2bf193d1c46f,9,1650.35,2024-07-28 13:33:43,1,2024-04-16 04:14:51,2024-05-30 18:27:49
e4c2c001-a32b-4530-b68e-ed8155fae646,9631c85b-aa0f-4f52-b3bd-2034419d0590,5e642a31-4dff-4790-8f18-56bd977bb8b4,2,29938.95,2024-07-20 04:40:22,23,2024-06-26 10:15:54,2024-09-03 13:55:47
6d0347b2-3165-4714-a12e-4e399eedf33a,82957a2b-cf9b-4dd2-9619-ef360d8dc925,6e8ad88c-c315-4f53-843c-4bd694d99f62,6,281496.04,2024-01-27 05:32:58,55,2024-03-14 21:49:01,2024-05-29 15:41:19
fc960176-e4cb-4a28-9d5f-2040a54a5f85,ac8d7278-4312-4fdf-ac47-784bbbeb5559,a338aeff-fd7f-47c8-aba5-702e0f3ead6a,1,226551.61,2024-08-17 15:19:01,63,2024-08-30 09:30:04,2024-07-06 14:29:52
3e092ac1-36ed-4104-bb12-34cef5764b25,42ba2a30-b39a-460c-978a-b5c00b8d925e,9929bfc2-2351-43f8-bafb-cb9c103bf9e1,10,271501.91,2024-05-18 15:52:44,87,2024-03-14 21:02:51,2024-04-10 15:34:41
7ade5927-95ce-4986-8772-c1df8313eec7,9427e7a5-cebb-4fd6-a87a-ce1683d76891,8033b85d-5b79-469a-80f2-8fff9821822f,2,224943.81,2024-06-05 15:12:24,92,2024-02-01 21:02:51,2024-06-02 05:03:12
9ea2685f-3ea7-4d35-b27c-23c7ab1398b4,c7b9b382-875d-4257-b514-9218d355d687,8a78c9cf-31b3-4924-9a6a-499f6fefd565,3,83463.09,2024-01-27 05:28:14,53,2024-04-22 16:46:46,2024-04-21 22:21:40
b675c850-2a6e-4614-bcba-1f4ab3070198,1c8389ab-f558-4df3-bb30-7e438f0a60ef,26aba881-5df2-47a4-9027-2bfb025b3d94,8,272155.62,2024-06-08 12:58:17,49,2024-03-04 02:09:23,2024-08-07 18:11:01
e71d3c06-f6e1-4a88-ae59-115c73fe1cef,25f6ae99-6cf3-4200-a673-1559a6a57ba9,06963604-f4cb-462a-b749-182efebb9564,8,299636.33,2024-05-23 07:10:21,70,2024-02-21 15:36:37,2024-06-13 11:37:13
c5f586e1-f2be-44a5-b4e1-236d6d01d5e7,d49a8276-791a-4a39-9f46-d3828ac798a3,c60c5250-94c4-4a9e-b3fd-508cd37c6606,9,23644.6,2024-05-17 05:37:38,21,2024-09-01 14:02:56,2024-04-12 10:26:11
aa0ee816-b744-4190-8da1-d5708a9d5277,0e9bd5e2-36a7-4699-b40c-91006bbffc37,cb8b31b9-aad7-44c3-96cf-fba8e79455ec,6,299044.93,2024-07-22 16:09:51,85,2024-06-01 17:04:09,2024-07-18 10:56:44
