transaction_id,store_id,product_id,quantity,sale_price,total_amount,sale_date,supervisor_id,created_at,updated_at
e7feb0ad-b899-4f61-ad88-479bf876323e,41809a98-f034-4e97-93de-b3e164d447ff,38fab92d-0f6e-47f3-a2fa-be552b326fe0,9,57488.33,517394.97,2022-09-26 22:03:33,9,2022-12-03 14:08:35,2024-05-12 04:43:58
d88e5a8d-21b6-4ce8-b704-cacd7f54817f,7c5563ec-8003-4726-8978-642ec194a0de,2513ab3c-aee4-4667-a61b-e00417011e4a,2,259538.59,519077.18,2023-12-20 05:18:12,20,2021-08-06 15:35:00,2022-03-22 20:12:47
f30c058f-d46f-4dfc-9169-634726e53e7d,a718b99d-2626-4352-9352-093a094028b0,77a13e4c-c498-4544-b6c9-da5385612522,1,252558.73,252558.73,2021-08-19 04:29:07,68,2021-12-28 14:51:30,2024-05-06 11:34:08
d3685e69-5bf5-4e75-8c8d-555cee2ad78f,5564e074-434c-485e-8440-1f651ae3cd0a,98919ed4-0f7b-428e-8f9f-5a99ae29a7b5,5,116564.1,582820.5,2021-11-14 17:28:24,46,2023-12-05 19:07:16,2024-08-10 16:22:59
ed899c8e-1384-45f2-aeb4-c96c43653736,c06d9eb6-a687-4a16-87e8-b68d97edbed9,64a8e0a8-2132-42a0-b9d0-ac2c0132b298,10,122242.92,1222429.2,2020-04-18 15:34:14,99,2022-03-23 18:44:18,2021-01-27 16:43:59
eea3ffef-d31c-4b26-a1ff-14148e4aeb96,2266d39f-a9cd-4475-af63-f5e9c98c54bc,e4aafdf0-fda4-4b03-ad62-c961b89d8850,5,199769.34,998846.7,2021-08-30 18:44:33,94,2024-05-04 20:33:10,2024-06-13 03:13:08
d419c5cc-bed2-4cf7-aadd-a01386192224,720c647a-bc90-4518-8538-4805b2e4c03b,71b31eb1-597c-4e3c-933c-f874a2bf391f,8,62052.69,496421.52,2024-03-02 12:04:15,41,2023-02-26 11:16:56,2022-06-25 19:08:22
d791a790-fe08-4b1a-8fc0-a20ccb074055,cb45b970-c899-4b90-af31-506700733eef,6adc44b1-3eb5-47d5-a194-8999b0aba41a,9,77519.36,697674.24,2020-09-26 14:27:12,39,2023-07-15 04:39:43,2024-07-10 22:37:06
664bfc81-7c16-4cfc-a28f-0e56bb521ad4,9d2951b5-3827-411f-98a6-a5f546862313,2a4cea7f-5d0a-476e-825b-f17a34c203a1,2,268077.1,536154.2,2022-12-20 19:49:05,50,2022-11-29 18:25:55,2022-05-15 02:12:31
9fcaa3e6-d325-446d-9d85-1066e493fbf1,dc3c8275-d869-43d4-9585-380a405e13ea,8643000b-2767-43db-9c45-09b28ec1e90c,7,266820.12,1867740.84,2024-02-01 03:09:24,42,2024-05-19 13:45:32,2024-08-07 05:51:23
70c24895-1ebd-46af-8562-01c410757ce8,8f9beb5e-0c96-4eac-a5a9-51afe9a52c52,dc6c8abe-b179-4ff1-a775-9c91466cb144,1,209745.7,209745.7,2020-12-17 10:06:40,77,2024-06-02 12:55:51,2024-03-28 15:34:36
796d1502-e5cc-4178-a9b6-daf4a75b9099,94e5ff3b-ab6c-4f76-8962-82b8b7369675,102ed971-3f33-4725-95e2-54680b132c19,8,249576.19,1996609.52,2021-10-31 23:33:08,62,2020-06-12 01:43:37,2023-12-23 03:00:59
33416ce7-4c98-4794-815e-c7092e481644,5698311e-53c6-4a41-b6a1-d30efef80473,181051a9-b008-444f-8b12-e0f683225611,6,100707.72,604246.32,2023-09-29 20:15:21,75,2021-06-09 18:19:22,2022-10-07 19:27:28
3600e2ab-e3aa-4a54-8ac2-001521b57115,d07e8afe-bace-4bb0-adcc-9816156db3c3,0893fdd0-7189-490a-ba7d-cc1a515f9f1a,10,27946.79,279467.9,2022-07-04 17:56:49,62,2023-10-12 04:54:04,2024-08-28 01:47:35
9cb661b3-5c0c-49dc-9f42-66f84f38a5d9,2bee3c75-317c-484c-8681-affbac7209ad,06f95cfe-e651-40b5-8439-b58c2352440f,7,39495.39,276467.73,2023-12-10 18:16:20,6,2020-05-15 20:55:59,2024-05-18 19:11:19
be65cfdb-cde3-4826-b583-58f41e134db1,1a4bf2d4-64d6-4a91-9791-2dd428a85a9b,8b97007c-d19a-4463-b3f7-c5235c2217d3,7,295602.36,2069216.52,2020-04-07 02:46:03,28,2021-05-26 11:53:25,2020-04-06 02:51:41
cd7f7544-0d27-467d-bb73-284270835f04,fd905f4b-a6df-45ea-aca3-4078fa2f52c2,e0d99813-e06f-4846-816b-ea0121db0c3a,3,257594.46,772783.38,2021-06-27 23:33:27,90,2021-07-28 13:17:01,2024-06-04 03:18:11
8e38d834-c0f7-4430-974c-1bc5ade670c8,7db58c3b-4ae6-49d5-b1f7-2ec936a0f264,c306edb4-1388-4ecc-b9f8-a4349303cd5d,8,14560.05,116480.4,2020-03-07 19:09:24,32,2020-12-14 14:08:35,2022-05-12 03:46:55
1fbc8aab-0132-4aca-bb71-55eaab98d150,92094979-3961-4db0-9085-aaae306f7906,d173f729-ce31-4c36-a835-fa843102655c,7,98508.04,689556.28,2023-06-09 16:32:34,79,2023-10-31 07:02:50,2021-12-27 02:13:18
59b3a2f2-b192-4808-a689-213b56e59f07,c441c69a-230b-4a05-a538-e4606c39a4fc,5576a76c-e5bf-46be-a285-52f9ecb93a5b,3,151963.32,455889.96,2023-02-22 05:42:33,6,2022-12-03 12:50:20,2021-03-08 09:09:53
e0ccd215-0a02-4923-821d-75a4c7054920,ae03a43d-0928-4194-b4d7-6f8f60a189e5,1b51abe0-43c1-42ba-8e79-5143f4967cc1,8,92088.5,736708.0,2023-10-09 09:29:14,73,2023-03-27 11:15:46,2020-03-25 00:23:09
4a7f5467-9c39-4868-9c5b-b76b4c6f692b,09f71d12-127f-4e4e-a9cf-39e7d22b7295,a284fabe-8f7e-4d0a-a73a-0c04c948c8c2,9,245696.76,2211270.84,2020-01-02 08:14:28,28,2024-07-02 03:03:51,2022-06-24 07:01:50
47a177fa-a7e4-44f0-9991-f55bac843eae,b27eedc2-3804-47eb-8f59-5cd102d99e7d,28989902-1a8b-4f76-8501-e1083082e0c0,9,143466.06,1291194.54,2023-10-28 04:41:55,57,2024-08-31 15:54:00,2024-06-11 00:37:15
9eb64a86-40e0-4b80-8e13-59b905c2b2d5,36d4e702-dc5a-40fb-8d54-9a22285d63b6,be854a21-7927-4d41-8cc0-836d1b5797da,5,11957.26,59786.3,2020-03-02 01:11:59,32,2022-05-11 12:06:40,2020-02-01 13:31:40
d455b456-8717-47b7-9e0f-2f34af3d8255,494dfb09-d833-4c10-a409-41cf150b9c99,d74ac0eb-d597-489a-9166-b0bcc725b720,6,73993.82,443962.92,2022-11-30 18:22:55,25,2022-12-02 01:06:21,2020-11-10 02:31:05
d239e92f-3ebd-43e5-b1c5-800e30ebe477,8dee8d41-f75d-4daa-9022-f62b4d1726f6,48364c95-602e-4e9e-9493-f50a9bb047e9,4,142260.66,569042.64,2023-09-24 00:01:49,31,2022-01-04 00:07:12,2024-04-15 11:28:57
624d1b08-8c7d-4707-b36a-24ff66862124,69e53df3-ccdc-4d2d-8cd7-6b8b722788e7,9b5acf37-7c9a-4dde-916a-71b843246ae9,2,129793.61,259587.22,2020-07-12 17:12:57,15,2024-08-07 13:12:01,2021-03-03 14:16:28
6b0836ad-dba4-4361-9490-1d8a2c862559,f5124ecd-063d-40ad-a2af-9b31fc390efe,b139a12d-b1ee-4624-b8b5-439c37dc3b46,10,188841.45,1888414.5,2021-03-22 03:31:03,80,2022-01-18 04:02:59,2024-03-01 14:26:52
e6a429e6-3be3-4ec3-ac12-2fd450b9c6e7,34c9cd0b-729a-49d0-b9f0-5895d4041d5a,c0fcbb5d-e15f-4523-b28a-8abd4234b2b0,7,183370.96,1283596.72,2021-09-04 00:34:41,45,2024-06-26 13:08:30,2023-02-15 14:18:16
f7268bb0-f3e0-4b4e-8b90-c5cbb59bae39,901b7515-fdf7-46fd-b10c-b20503923af1,7b12ec40-5d3c-4ba0-b620-62b330991b73,6,280589.1,1683534.6,2020-01-23 07:58:48,15,2024-02-03 10:29:41,2023-03-07 20:59:18
0e85deda-0429-4f44-b59a-e0f59b291135,dbc74c5a-c5c7-46eb-b7a2-3269601558a2,97f16349-3a88-4fc6-a6d2-1d1b6a90bfa0,9,117310.44,1055793.96,2020-05-01 04:29:38,63,2024-07-11 16:53:17,2022-05-26 14:50:59
31d1263b-e041-4ec2-a28a-e66fc10e943e,118726f9-311f-4b53-94ad-0524fc9bbfa4,b012cf16-8de8-4f52-8ec9-fed7adf90e80,8,266343.59,2130748.72,2024-03-01 01:05:11,38,2021-06-04 09:50:09,2022-01-31 22:20:03
51db1847-0635-4324-92e0-9698a853934a,02293802-eaaf-4486-9dfa-bbb3e11898b1,75fe2243-0591-4d23-ad98-a3a7cb4aa59d,10,242070.36,2420703.6,2023-09-02 15:49:03,40,2024-02-23 01:23:05,2023-12-18 22:34:25
77bf0f4b-1bd3-4598-885e-1d7ee1b3094f,20cbc2d4-26ba-4faf-8b2a-aac6c3046d50,5de01122-3537-4ba6-99f0-936cbd5ec1dd,9,290179.02,2611611.18,2021-01-12 17:41:47,86,2024-05-30 12:05:27,2023-06-15 13:36:23
bd52ab7a-715c-4500-b87e-847c87597741,78833567-5d29-4698-b3e0-0b6745bc1bd8,5e627265-51f8-469e-a0b7-9f4a416aeb97,4,65000.04,260000.16,2021-05-04 10:38:46,47,2021-06-18 07:02:28,2024-02-20 03:33:05
c9bb53fc-65dc-4b39-8b36-1aea93c75347,5cb40b53-9e06-44cd-b421-4aa8f4aa9477,c69afbc2-ceb4-4aa0-9ffb-baedbdfacc2b,6,266139.25,1596835.5,2023-05-19 11:02:19,69,2022-10-31 16:36:15,2021-05-15 11:39:31
56c93e05-525f-4fee-a70e-1ac8022e0232,7b86e7aa-dc21-4029-9781-bef0e8672c4f,0ec0e135-2735-4cb5-b1fb-b0224933da09,5,75863.58,379317.9,2021-06-06 03:12:30,18,2022-11-09 19:05:26,2024-03-28 19:23:56
27b4ddca-228b-459a-bf74-e96fdb7124d2,4f6af2f0-553c-45b8-89d4-ba1802a68b51,a17c673f-f486-4ce3-84d8-19b5ef8a3e38,1,179689.44,179689.44,2020-11-14 17:43:57,12,2023-08-14 13:52:21,2021-05-31 06:15:59
6385ce5e-65b4-44ae-9f33-02dad1a42a02,cecbbbf0-ae83-4016-a45f-2dae3b2d2b5e,0e590871-9d41-4715-9096-51ddbe406c87,6,38086.62,228519.72,2022-07-17 23:08:14,69,2024-01-19 02:00:49,2022-09-05 06:10:01
030d3d39-aed6-400b-bb54-04c08a283702,005d9ebf-7f99-4803-9086-41646eb476b6,d8e70e94-5acb-4667-8eb7-a2fa5fdc822f,9,234053.39,2106480.51,2023-08-22 06:52:20,77,2022-10-04 08:42:45,2021-06-18 07:13:03
550188e9-12d2-45a8-9c50-fb57b3deac32,7ad89e6b-bf41-4f6d-a5bf-439c9ae7719a,d95caec4-49ea-4a80-8c8e-11187bc2e2fa,1,156142.11,156142.11,2023-01-07 04:21:50,47,2020-08-31 01:01:58,2021-09-08 16:17:21
92aec4c2-bb90-4968-b8c4-9c9a6c7a7c6d,71d1e941-b50e-4095-8389-6464c1dd0378,28da72eb-2da2-4fa3-9264-368650c49a64,7,151619.63,1061337.41,2020-10-11 18:53:39,87,2024-01-08 00:44:11,2024-06-26 09:16:09
e9807784-ce23-4faf-8277-315a9742b4f4,5fa07d06-ef72-42c5-8a19-01e14c74cd04,533a5650-7192-4d16-aedc-41080e1e5eff,5,29851.74,149258.7,2020-10-24 04:31:05,4,2023-04-07 05:08:34,2021-09-03 19:28:26
c1f2d68b-95be-485a-9a58-946cfa5ff1a3,71d9d0b8-1908-45a7-a3ac-bd8f62f35db2,1c6c8aa0-8396-4f57-b677-daf73e4b694e,4,237127.17,948508.68,2022-05-26 15:06:20,18,2020-04-09 01:38:55,2020-11-26 22:51:14
f98b54dd-540b-46c5-b112-9eabd894baf9,4a91a2ec-a0d2-4fc2-8248-5f24a6a125ad,8b77b9a6-ebb5-4704-be81-f651224b74c6,5,291101.34,1455506.7,2024-04-15 01:16:18,57,2020-11-20 11:25:58,2021-12-25 07:51:11
b4512e90-a0b0-46a4-a991-4040881ab432,5fcf1e1b-5c0c-4d75-94c2-151cc423fb5a,dab5b0c1-d1ad-4849-8c98-a7da764bbae0,1,85440.82,85440.82,2020-08-26 02:31:14,65,2022-09-14 12:32:52,2022-01-26 06:37:21
f0d66dcc-4e86-43b0-92f5-11c6a1ce3c3b,b138cc72-e371-4468-91c5-9eccbb304bf7,fefc9ba2-2b11-436f-ae10-145152d8fbf9,8,95583.91,764671.28,2020-05-20 09:49:10,92,2020-12-23 01:28:32,2020-05-10 18:24:09
8b276349-4fc6-404a-acde-a78bc3917340,f21bdd20-899c-41ca-9c60-bc7c2ec9988a,8c3d03c0-abcd-40dc-ab4a-d16defcfcf50,7,33908.48,237359.36,2023-12-27 08:43:36,31,2021-08-13 19:23:53,2020-02-03 16:56:14
2d2bc6bf-cad5-4b5e-a42a-ad059e1daa63,03698204-78af-4b9f-ab9b-455dca058567,393f178e-f04c-4895-86aa-8d28bece78fa,8,278169.56,2225356.48,2022-09-24 09:48:11,42,2022-05-15 02:35:00,2020-02-21 06:58:39
f89df7a4-d3b9-4735-a04e-51979842787c,d8fdec37-3241-48e8-9c42-e5d50f8feac7,9a4694cb-eee9-4d7a-b3a5-3ec67ee77fc1,8,92130.96,737047.68,2020-07-28 12:04:31,85,2022-03-20 23:51:09,2023-01-30 09:20:46
c1e0f28d-1839-4104-92cc-34e8e9a5f8bc,726c896c-d0bf-4a75-9019-48b5ed159125,db0a8842-c2b3-466a-a5a6-245d20736a1c,9,159455.12,1435096.08,2022-09-27 11:40:28,35,2022-08-27 21:04:52,2021-10-05 00:20:38
7e58b5f5-76c0-42d1-b11a-e3520e9a18e4,b6ee3b2a-f972-4a87-8eb6-8bfbfce0e915,825b0752-4704-4af8-b6a8-7bbce194b430,8,223391.02,1787128.16,2024-08-19 07:20:39,96,2021-10-26 21:16:53,2023-02-19 15:34:56
5be7199b-4c4f-4485-834d-c51013a93498,4c07b109-2dbc-444e-9898-c9d7dcfac5cd,2333ed13-7248-497d-abea-616b4e42b31a,3,204187.32,612561.96,2023-12-10 02:29:15,7,2020-08-24 06:06:37,2022-08-22 15:27:18
826c9f40-f83b-4801-b57e-0a2ed83b48a9,a4f4015d-5987-4edf-9cdf-8acf503f89ee,bd0ce597-b8ce-46e5-9322-b83b887c3989,4,75885.4,303541.6,2022-05-25 05:29:09,28,2021-01-22 11:29:00,2022-07-17 15:25:38
6698dc17-03e9-43fd-bf67-f053e24fefd6,fc7a1305-c554-4e07-9262-0fc7ec742114,57c4efb6-7bee-4573-90c8-f78aa762e346,4,261462.88,1045851.52,2024-02-28 12:00:35,20,2021-05-21 03:03:44,2023-02-06 05:00:57
aa5e1f43-c8c1-486e-b4fe-2478e3920e42,7a53af3c-6cf2-48d9-b224-d5263342dfc6,222c8163-6fc1-4055-bb79-73f8b1cb8a5e,4,84545.36,338181.44,2020-01-16 07:45:15,75,2021-08-22 16:30:34,2024-08-17 02:21:43
7024b193-4bc7-41ac-b86a-65453bdce525,4bbbb2a4-6aae-4ef9-a43d-869b425b4032,b54d6286-52a4-44a8-bd94-0c0749209b97,5,109214.18,546070.9,2021-06-14 01:40:53,44,2021-04-20 04:44:00,2024-08-22 23:29:20
fe3db110-df6f-44a7-bc44-66f8b1410ee1,8eaacc37-0812-468f-8173-6cc656e921e4,b007fe53-0ccb-4c31-8cf0-dc7a4ba78648,1,269437.49,269437.49,2021-08-06 09:08:33,35,2022-09-20 05:06:22,2023-09-05 07:55:06
ac11a1cb-611b-4c9d-bf9a-3398a3480a18,6c05a4ef-d6cc-4231-b542-4c1b2bb90f3b,7e41ff65-d881-4be2-8d0d-41fd51967ad2,6,269421.55,1616529.3,2022-01-25 13:27:24,51,2020-04-22 01:38:37,2022-01-06 09:03:40
0dac6754-0a45-4361-afc5-1f42c1a2df90,8fff240e-79a0-4b27-b5ea-4563eabf7c20,674fbb54-b73d-4862-b848-cc0510f830fa,2,277648.77,555297.54,2021-02-07 08:34:45,4,2020-02-27 07:42:28,2020-12-18 02:55:55
9071c7fe-2dba-4c0d-bf38-ae160aa324fb,8f7fadd3-42b5-4a2e-81c6-de563287ae5f,3fe7ed0d-3d30-410e-857a-498558921fa3,10,219999.83,2199998.3,2021-08-07 09:18:45,15,2020-02-08 02:24:50,2021-12-09 11:29:36
6505ed76-f209-4ba6-9f9c-4ccce4f8c2cc,bc3c96ed-057a-483b-966f-30fb3b557da4,cd7f82d5-55e8-452e-b9d8-c64003545b22,8,17382.31,139058.48,2020-03-21 09:22:38,24,2021-12-12 07:58:15,2020-12-02 22:34:44
6cc03e04-3abe-42d4-a111-2f8e385f75e1,b12d03eb-8811-4da4-b6e7-eb50e22fa173,5de4b055-757b-4721-93a8-1edf226697ca,1,253456.68,253456.68,2022-06-09 02:04:15,37,2023-11-13 22:40:58,2024-08-08 01:14:49
bd92a9cd-0a26-4fa0-aeff-8ef057ece36a,b44bc159-6bf0-48c5-95cb-287a3d4394bd,dd53e9dc-5205-4118-9b1e-bf199e1aae37,10,64939.34,649393.4,2022-04-08 15:56:34,25,2020-09-02 20:10:57,2021-09-25 01:45:43
9a069b9e-2393-492a-b60b-f14615d9b7f0,8ebe755d-4da3-4ad8-abe9-b58bca671d3d,82a3135a-bd5f-4c26-a4ae-548cda7fe237,3,138921.52,416764.56,2021-11-28 11:47:45,64,2023-09-27 21:09:17,2023-09-28 07:30:02
0251b158-8590-4780-b082-ed8615f58ffa,c5213760-ff53-4cff-8ea9-eaecfd7f4a76,286dcb50-c581-4707-8bef-3b39d179f2e4,5,215442.09,1077210.45,2021-09-07 07:16:39,29,2022-05-20 08:58:23,2022-10-29 15:05:46
08c263d8-c055-4c75-b06a-1909551cab72,5e1e4677-8560-4306-9ccf-5814e3611c16,b4d9e2d7-df6e-48a1-866b-57908db3ca36,2,13880.67,27761.34,2021-10-30 22:46:01,1,2020-09-25 08:35:27,2020-09-30 12:18:41
5557f29d-853a-4d40-82d5-5558d72f439a,8f2817a8-da88-48f2-9c14-a2a151e25ad1,c6ebc9f2-ebb1-4949-89fe-152070008adf,1,74685.27,74685.27,2020-04-11 15:27:25,19,2021-06-06 17:04:46,2024-01-19 13:58:04
bbf4b3d0-7d2d-4b7d-b3d2-7f47a653c6a8,7c25caf3-e15f-43ac-93d4-dda583bd5c7b,ebac6d34-c6ac-4276-872c-c54ccb116f98,5,6785.5,33927.5,2021-06-21 15:44:26,8,2022-01-09 11:48:14,2020-03-28 22:33:28
c1ab57e6-2fa1-4bf3-bac5-4bf58f972a0d,2b2e4ce9-9368-44dc-bdb8-587240310bb8,ba80dc7c-3223-4843-9dec-89c84718a61a,9,191763.61,1725872.49,2021-03-15 23:29:26,50,2022-07-06 16:33:55,2020-10-28 07:08:15
ea514af4-725e-48b5-a7f5-47e82ac7ef60,662093ff-45e0-4bcf-829a-4d0aaa290e1e,5c4f3af4-0491-4993-9421-d0e395e77bae,8,55967.41,447739.28,2023-06-22 10:49:52,61,2021-09-27 17:01:32,2021-12-17 16:07:30
ac14cfa5-9210-441c-accd-fac52ad29602,29e56d4a-ca62-4da5-a219-779644e5a8d6,1171fed3-14c6-463a-aa08-c7ebd7a3bac0,4,15212.15,60848.6,2021-12-15 19:35:59,12,2020-01-21 16:26:42,2022-07-15 14:53:15
c844f7ed-5343-4084-ba2b-9eb3704828e9,2e6372f0-3dc1-4e94-a961-72363c896ae0,481aa234-e149-4414-a7f1-846c07e560ff,3,217419.53,652258.59,2023-08-12 15:14:08,5,2021-08-28 19:41:18,2023-05-15 07:24:22
c7a905bc-0a90-48d1-8e32-14d14fc683b9,6391ca7e-9a44-4951-ae6f-441254967d81,06bddd26-12eb-4bca-b897-751a4d8f82b4,9,95297.7,857679.3,2020-02-26 01:10:41,69,2022-05-20 06:43:20,2020-11-16 08:24:17
35b486ab-03f4-4faa-a7e8-e542ccce86dc,79d1f6aa-dc2d-468f-8d23-ec909fb11768,fa3b4098-d33e-413c-8d48-41475d3dbbe9,7,117183.23,820282.61,2024-06-03 19:03:20,77,2022-11-26 16:22:24,2022-04-10 01:11:58
0ec1645f-b07e-4a47-a8c1-992e0c9dd852,bbac6206-4fd0-446e-a5e4-b36354d0b5db,80a55dcb-38db-482e-8f08-86f9bf88ab9c,4,250431.92,1001727.68,2020-04-27 14:20:37,75,2024-05-13 13:36:17,2023-05-09 21:35:29
48ce887c-ae3d-4579-9a6c-0cd134ecf8c4,67be02ce-31d3-4e2b-a72e-d2be81bf1c88,8a8088ab-78fd-44d7-b5c0-6ca30130b495,4,256124.01,1024496.04,2024-08-21 02:15:50,83,2022-02-28 03:15:10,2024-06-02 14:23:19
fd5d9597-3f17-49e6-a2ce-56dee455324c,2e9b6919-899f-4718-891a-53228f255cbc,71fd78c3-f99c-4d1a-a41f-fccbaf4f460f,5,208851.69,1044258.45,2020-09-01 18:51:36,79,2023-12-13 22:45:54,2020-08-01 01:22:05
c09478aa-2f56-480d-a3bf-cb798ba04186,25b09cad-8813-4fc6-a3e8-6a3d3d6dfd55,b069d169-639e-49af-99ba-f3e7d8ed2996,8,125129.76,1001038.08,2024-07-15 10:26:51,53,2020-03-18 20:08:12,2020-03-22 06:22:30
