id,name,category,brand,stock,price,created_at,updated_at
1d5f8697-c989-4e3f-b192-06ab00e1ba14,JBL Flip 6,Accessories,King-Stewart,47,95129.46,2024-06-01 05:45:26,2024-04-30 05:58:22
03f43325-4812-4e16-a2dd-d6f1ee5ad344,JBL Flip 6,Accessories,Suarez PLC,73,5695.66,2024-02-13 22:32:03,2024-06-23 06:30:05
b0de343f-f7ef-40ad-bd40-dd398105b38c,Google Pixel 7a,Mobile,"Savage, Chavez and Liu",19,48429.97,2024-08-05 08:22:35,2024-03-16 14:16:17
392020cc-498e-4950-a46b-cd9554f64c48,iPhone SE (2024),Mobile,York Group,24,166605.83,2024-03-03 16:52:03,2024-03-30 03:25:12
1a5d991e-c23f-4f0f-a685-bc86911eeb69,Huawei MediaPad T5,Tablet,Cruz PLC,68,228469.04,2024-03-15 20:05:22,2024-04-20 10:34:30
eb91c65d-2a52-4584-845d-acc4c61c435d,Asus ZenBook 14,Laptop,Smith Inc,77,151130.82,2024-07-17 15:21:59,2024-01-06 04:08:56
c33f5006-0a59-4e61-a704-8aa9e6d1d26f,JBL Flip 6,Accessories,Santiago-Nguyen,36,7123.42,2024-07-19 21:52:13,2024-06-09 05:03:31
03d2b8e7-d41c-45e8-bfd8-94910013d72a,Lenovo ThinkPad X1 Carbon,Laptop,Avery-Walker,62,171363.46,2024-06-08 00:59:29,2024-01-31 11:30:37
f4c09e04-c35a-44dd-8b1a-ed8ad823dd87,Samsung Galaxy A54,Mobile,"Nguyen, Bell and Burns",14,7323.25,2024-07-26 15:55:35,2024-04-30 16:52:17
ddee4a1c-c08c-40be-9aa4-e80fba43c1fb,Sony Xperia Tablet Z4,Tablet,Hall Group,84,130009.37,2024-08-09 23:09:40,2024-03-22 18:27:13
798c20ae-1eb8-406a-8954-9bcfa4b5c9de,Apple iPad Mini 6,Tablet,"Hopkins, Jones and Keller",71,295415.92,2024-04-30 00:08:15,2024-05-04 21:46:20
4439f135-73dd-4977-9821-1293cc406f54,Motorola Edge 40,Mobile,Rollins-Freeman,45,297123.5,2024-02-11 12:25:10,2024-06-12 00:35:43
7fe2d266-4048-460f-ac20-b360b3b46005,Asus ZenBook 14,Laptop,"Jones, Ellis and Morrison",91,245538.77,2024-02-13 21:08:42,2024-06-10 12:11:27
7cacc920-2be5-4894-842b-81d23bb606d5,Amazon Fire HD 10,Tablet,Steele Inc,97,34041.26,2024-05-06 13:56:19,2024-01-15 15:45:49
bf492970-7fbe-4b58-b683-6e39b80126cc,Motorola Edge 40,Mobile,Davis-Campbell,78,280321.48,2024-05-05 10:00:59,2024-03-10 02:16:07
812af35d-a50b-488e-84df-894ce8218981,Dell XPS 15,Laptop,Smith-Blevins,58,232013.8,2024-06-21 07:46:20,2024-01-14 16:10:57
a98d708c-9e79-473f-afdf-6cd12fa5865f,Pixel 8 Pro,Mobile,"Brady, Bray and Robinson",50,218524.22,2024-04-14 02:21:40,2024-04-30 08:56:01
0dc20068-8033-4df0-8399-885a43f2bdfc,Sony WH-1000XM4,Accessories,Chavez-Yang,61,37893.04,2024-02-26 05:18:41,2024-03-22 19:35:50
67bd2a2d-7d6d-445a-b446-962722ab8b59,Lenovo Tab P12 Pro,Tablet,Kelly-Patton,44,20742.31,2024-05-27 02:03:57,2024-05-19 12:18:14
43fe801c-91ee-4b1e-9d8d-53537cf5ea40,Lenovo ThinkPad X1 Carbon,Laptop,Lopez and Sons,94,116752.8,2024-03-15 14:31:16,2024-07-20 06:34:06
ab37afe8-d406-4261-9670-e20325ed74d0,Acer Predator Helios 300,Laptop,Webb Ltd,76,79337.76,2024-08-03 04:06:15,2024-07-07 09:19:14
3bd5a359-b9b7-44f2-8457-e934841daaa4,Spigen Tough Armor Case,Accessories,Schaefer-Joseph,28,223869.13,2024-07-08 15:09:19,2024-06-06 01:54:57
1241b186-ee63-406a-b118-ed4120b4565c,Galaxy S23 Ultra,Mobile,Sanders and Sons,53,166830.53,2024-09-06 00:43:28,2024-03-15 20:45:45
004a9493-1ade-4c19-9b3a-09068f2f71cf,Apple Pencil (2nd Gen),Accessories,"Hill, Williams and Mason",95,57075.21,2024-03-20 19:32:21,2024-08-24 11:46:31
bbedcb07-815e-4f4a-a797-31c4b451176f,Sony Xperia 1 IV,Mobile,"Green, Young and Atkinson",56,64865.67,2024-04-12 00:06:42,2024-01-06 12:43:42
4ca5519b-ad22-4934-8cce-97f7b7f1c3f1,Samsung Galaxy Tab A8,Tablet,Miller Inc,10,7280.24,2024-02-19 16:29:39,2024-06-04 22:05:29
748b076b-dde7-4f7b-be9a-0d2b7257995a,Pixel 8 Pro,Mobile,Peters and Sons,72,144226.45,2024-01-21 16:49:37,2024-05-20 14:39:01
8aeaead5-7e1c-488b-b6c8-8b54e17aacb4,Belkin BoostCharge Pro,Accessories,"Carter, Baker and Thomas",39,143201.44,2024-06-13 05:14:12,2024-09-04 06:39:33
7420eecb-9f64-4479-b9b2-4ff3a0026054,Jabra Elite 85t,Accessories,Collins-Hoffman,27,247306.42,2024-01-03 02:45:55,2024-02-12 21:23:57
42d497c2-7bde-43af-bb8a-953f747cbf0f,Belkin BoostCharge Pro,Accessories,Knox-Green,31,116657.42,2024-04-27 05:09:26,2024-04-16 04:56:56
36acf77f-da2e-4dd5-bc75-e673ff1263e0,Sony Xperia Tablet Z4,Tablet,"Parks, Mcdonald and Rodriguez",59,12623.2,2024-08-22 00:49:48,2024-07-05 02:17:20
f3102278-2207-426a-a41e-b1421c1034a7,Lenovo Tab P12 Pro,Tablet,"Gomez, Griffin and Little",99,167508.67,2024-05-16 03:44:54,2024-08-21 17:47:21
a6b4bacf-1ed3-4c92-ac6e-89037c276960,Satechi USB-C Hub,Accessories,"Lee, Rodriguez and Wood",20,182050.99,2024-05-20 01:39:25,2024-03-21 08:37:53
702fbf3c-5458-4df7-8eb1-1beb9855e5db,Oppo Find X6,Mobile,"Santiago, Wyatt and Morrow",79,163540.15,2024-04-25 19:30:26,2024-03-09 22:16:29
63b8c609-f903-4b45-b20b-9debb796af26,Microsoft Surface Book 3,Laptop,Miller and Sons,73,132287.19,2024-05-26 04:54:57,2024-02-07 00:03:25
5c22e1d1-78df-4761-bf9c-65b7c2e1ebc2,Logitech StreamCam,Accessories,Watkins LLC,85,83455.69,2024-07-04 03:28:34,2024-06-04 17:00:14
efa2833c-63cc-45c5-b11b-f3c177cb8bd6,Xiaomi Mi 13,Mobile,Griffin-Nunez,34,158148.99,2024-05-17 19:09:26,2024-04-06 12:37:08
94e87b9e-f410-4490-b771-815e2bf87edb,HP Spectre x360,Laptop,Johnson Inc,17,84675.05,2024-06-17 16:40:57,2024-06-19 01:55:55
e8ccab1b-f7f2-42cf-acae-429130c501c4,Bose QuietComfort Earbuds,Accessories,Gordon-Henry,51,265937.33,2024-08-19 12:38:51,2024-02-13 19:35:39
cf48808e-db25-4922-9107-d57fb597328d,Samsung Galaxy Tab S9 Ultra,Tablet,Pace-Fleming,29,59798.0,2024-04-29 15:53:50,2024-05-31 04:57:18
b070735a-8f69-4173-b11e-db2c45885a6c,Belkin BoostCharge Pro,Accessories,"Rodriguez, Rodriguez and Poole",19,34339.54,2024-01-19 17:18:52,2024-07-26 20:33:07
d4cc9783-1e32-46cf-ae8f-0738a3ff8b0b,Huawei MediaPad T5,Tablet,Roberts Ltd,29,259657.16,2024-04-10 12:52:32,2024-01-26 06:02:02
ef72408d-c09e-4d5d-a07d-d70cdcd2f95e,MacBook Pro 16-inch (2024),Laptop,"Powers, Burke and Williams",70,107450.12,2024-03-10 01:12:54,2024-07-12 17:03:28
58d7a623-5dc7-410f-889f-8d9a4bb64bfd,Sony Xperia 1 IV,Mobile,White and Sons,67,96416.99,2024-08-16 07:21:25,2024-04-13 07:06:14
b3c138c6-c184-43c3-8bf7-dbb1a2eac0c5,Huawei MatePad Pro,Tablet,Villanueva Group,68,33051.82,2024-04-06 17:46:00,2024-04-30 06:16:01
d57d1f27-9068-4da7-96b8-c7bef6c0070b,Jabra Elite 85t,Accessories,"Davis, Diaz and Dickerson",11,186691.1,2024-04-20 12:35:06,2024-02-19 13:39:06
08614c9a-64bd-4f54-a242-55618470a548,Samsung Galaxy Tab S9 Ultra,Tablet,"Dominguez, Jones and Thompson",58,53871.41,2024-03-24 14:45:49,2024-05-29 04:30:36
fc3ed9c6-cd15-4047-aaff-d7f4a8aa1044,Huawei MediaPad T5,Tablet,Martinez-Little,63,183119.74,2024-04-17 03:17:27,2024-08-17 03:06:58
5dd0e276-6496-4d77-b8ee-a1527e444de8,Belkin BoostCharge Pro,Accessories,Jennings LLC,90,21150.16,2024-06-05 19:07:03,2024-01-30 03:22:26
fde24588-e719-492b-b371-09f88b9afffa,Sony Xperia Tablet Z4,Tablet,"Petersen, Carlson and Alvarez",92,16873.36,2024-03-22 04:31:44,2024-08-22 02:23:48
a1dffdf6-a81c-41c3-ba18-b3471891c7d3,Dell XPS 15,Laptop,Butler-Vaughn,67,8379.5,2024-06-25 05:35:44,2024-08-27 22:09:22
4358a930-61a9-4ca3-bf62-ce83d0be6d54,iPhone SE (2024),Mobile,Johnson Group,14,148770.81,2024-03-10 17:49:20,2024-06-22 07:04:46
10fe3418-e017-413d-b080-a6ce45f16ba0,Spigen Tough Armor Case,Accessories,Miller-Miller,11,248846.54,2024-09-03 10:18:17,2024-05-24 20:28:23
a1829540-42a9-4190-b78d-351518354308,Samsung Galaxy Tab A8,Tablet,"Morrison, Buchanan and Owens",58,185117.74,2024-08-03 20:43:32,2024-02-13 19:11:39
c425221d-fa47-477f-8182-0aafc860b142,Amazon Fire HD 8,Tablet,Morrison Ltd,55,105325.47,2024-09-05 03:58:53,2024-05-23 12:33:12
1b8753a8-e2ef-4765-b877-911455b1a33d,MacBook Pro 16-inch (2024),Laptop,Stone-Miles,74,38401.21,2024-03-25 16:19:29,2024-03-22 19:23:36
d5ce3ca8-f5bd-45df-abbc-7589d81f56f5,Samsung Galaxy Z Fold 5,Mobile,Anderson-Sanders,64,260530.56,2024-08-10 23:21:13,2024-02-20 14:57:17
21d4557c-ea88-4c69-873f-9f74c8527feb,Lenovo Tab P12 Pro,Tablet,"Barnes, Campos and Torres",67,190426.65,2024-01-23 15:25:07,2024-02-15 18:08:11
7f1fda5b-0f20-4f6b-9aa0-246a04248bae,Logitech MX Master 3S,Accessories,Kelly-Johnson,94,29079.36,2024-01-01 23:13:14,2024-04-21 03:16:50
89fc6615-73a8-4b09-bae8-6045aff95fd3,Lenovo Tab P12 Pro,Tablet,"Sanders, Ho and Khan",16,188354.87,2024-05-15 12:53:29,2024-07-03 18:40:28
3d09959c-4aca-454e-be6a-67f5715bb8b2,Nokia X30 5G,Mobile,"Dixon, Lin and Moore",87,261931.53,2024-07-19 02:16:28,2024-02-13 03:47:37
b323166c-e316-46f4-85f9-9d35214f43a0,Huawei MatePad Pro,Tablet,Chen PLC,20,36135.35,2024-02-06 00:16:21,2024-06-12 06:01:45
2fcfc7f4-f86f-4bc1-b3e4-cf5fa367b0cf,Xiaomi Redmi Note 12,Mobile,Shaw-Mcneil,39,13722.85,2024-08-10 02:04:33,2024-06-08 06:02:46
3569950b-2ad6-4008-b6a9-997597171e53,Samsung Galaxy Tab S9 Ultra,Tablet,Reed-Fernandez,45,133718.53,2024-03-16 13:30:53,2024-08-23 01:38:25
220ae5df-3d45-4e2f-84ee-42317bc4b5c4,Razer BlackWidow V3,Accessories,Vargas-Williamson,22,35579.89,2024-05-15 23:04:15,2024-03-27 00:34:20
404bb181-15cd-48a6-9c81-d700f85ff3fa,Apple iPad Pro 11 (2024),Tablet,Young-Smith,17,178860.38,2024-04-16 14:30:53,2024-06-23 07:31:50
d6b314fd-969a-4410-a6e4-3e147e9e6e94,Pixel 8 Pro,Mobile,Sanchez Group,43,245953.11,2024-03-05 01:25:16,2024-03-15 18:57:14
d100d8a1-04c4-4612-b641-60a920ccbc08,Razer Naga X,Accessories,Nelson-Chapman,66,54000.58,2024-03-04 21:03:10,2024-09-03 02:22:27
e395c46a-61a5-4130-8d31-1305ffad10d2,Motorola Edge 40,Mobile,Jones-Williams,26,241887.78,2024-06-16 07:11:29,2024-08-11 15:33:52
222359b0-5da2-42f0-b0c9-2523511c0e69,Jabra Elite 85t,Accessories,Baker and Sons,47,75167.59,2024-05-03 18:54:20,2024-01-19 21:40:51
cbe7d72d-78c5-4f88-bd30-d990a6863b4d,Samsung Galaxy Buds 2,Accessories,"Allen, Smith and Chapman",66,207663.2,2024-07-15 00:52:26,2024-03-22 14:41:54
c8342093-b76c-4bfd-b57c-6c2f3da59703,Asus ZenBook 14,Laptop,"Martin, Dougherty and Walter",22,269290.61,2024-03-16 10:21:49,2024-01-14 08:46:17
f7485080-9840-4216-94cf-ebb5ac560360,Huawei MediaPad T5,Tablet,"Arellano, Santos and Neal",34,36904.5,2024-05-14 00:12:59,2024-01-31 15:06:23
79cd2d69-7fae-47c7-9c61-4ee44ad52159,Xiaomi Redmi Note 12,Mobile,Rodriguez PLC,12,4950.72,2024-02-10 05:00:38,2024-07-01 19:34:32
1a72d4aa-7422-4ef7-8eec-0920a6c7a8d4,Realme GT 3,Mobile,"Briggs, Wheeler and Griffin",42,151077.79,2024-08-13 18:53:44,2024-07-16 01:54:16
0c37579a-62b9-46d2-802c-1d99e82b4db1,Razer Naga X,Accessories,"Brown, Hurst and Berry",76,183436.41,2024-07-20 03:02:21,2024-07-23 10:00:03
c56f6d52-274e-4dde-baa8-da858d9474b9,HP Spectre x360,Laptop,Nguyen-Garcia,5,68539.18,2024-07-18 06:03:58,2024-02-09 04:25:36
2ea000b0-960b-43a2-ab61-bb3551da9713,Samsung Galaxy A54,Mobile,Brown-Smith,72,273233.68,2024-02-01 21:15:06,2024-08-07 07:24:57
51ce4b1e-a882-40a4-bcea-4c78830d1c99,Samsung Galaxy A54,Mobile,Lee and Sons,79,173710.31,2024-01-27 20:39:56,2024-01-20 20:53:37
3bd13c05-d669-4489-8026-566a32d824a0,Alienware x17,Laptop,Jones-Baxter,60,48213.62,2024-03-27 00:56:21,2024-05-29 02:24:13
cc98df86-d559-4468-a41e-5a4ebfce93a6,Apple Pencil (2nd Gen),Accessories,Walker-Stephens,44,3649.24,2024-05-17 04:02:35,2024-06-08 02:23:56
67c64c03-269a-4b3d-a5ef-a33f85e21ad4,Anker PowerCore 10000,Accessories,Branch-Mcmillan,21,161935.37,2024-05-24 15:58:44,2024-07-15 01:49:57
bbdcd96d-7715-4efb-ac47-47f9661ba12f,Huawei MateBook X Pro,Laptop,Aguilar-Hernandez,83,25851.91,2024-08-03 16:51:11,2024-01-15 03:20:49
96d11203-7cf4-423e-9aa2-c2d8441f9abc,Asus ZenBook 14,Laptop,Benton Group,5,39278.47,2024-01-07 05:26:16,2024-03-15 14:44:51
ee6bbb18-a044-4717-80f5-6146b01d7543,OtterBox Defender Case,Accessories,"Bailey, Castaneda and Smith",82,238340.51,2024-03-12 20:35:07,2024-01-12 07:29:58
ea18eb65-c107-4f94-81cb-96f69a481784,iPhone 15 Pro,Mobile,Frazier PLC,80,180187.64,2024-06-12 03:49:21,2024-09-04 12:38:29
844c6257-45dc-49f0-97b0-db09ae17f04d,Huawei MediaPad T5,Tablet,Vazquez Inc,36,38761.64,2024-04-16 00:13:07,2024-07-30 17:21:19
df231f0d-c897-40b1-b4cf-600a1c59b857,Huawei MatePad Pro,Tablet,"Mcdaniel, Davis and Carr",91,138585.2,2024-05-19 12:38:45,2024-01-05 17:38:02
8ce7654b-dbf5-48bf-8772-9e6a8f5ac234,Xiaomi Redmi Note 12,Mobile,"Lee, Stokes and Turner",18,34058.93,2024-07-04 10:38:43,2024-04-30 20:55:11
526e96bd-fe87-4da7-b454-8c2635d52044,HyperX Alloy FPS Pro,Accessories,Maxwell-Gutierrez,58,112713.22,2024-06-26 12:44:09,2024-02-26 05:22:38
96eb7b27-414f-431e-9b15-12d3dd3e0ff9,Google Pixel 7a,Mobile,"Gomez, Wilkinson and Wilson",58,180367.78,2024-04-24 04:07:18,2024-01-28 23:15:09
007ca0c3-337f-425f-92e5-dafbb6753c8a,HP Spectre x360,Laptop,Macias-Mejia,49,275254.77,2024-07-30 03:21:30,2024-06-30 23:55:52
134c4c49-192d-406d-929e-5d8aa9e308e4,Samsung Galaxy Z Fold 5,Mobile,Ramos-Lopez,100,19858.93,2024-07-08 14:18:54,2024-01-28 17:42:11
485b5bcb-90ff-4485-9844-6999f7cdc9bc,Anker Wireless Charger,Accessories,Wiggins Ltd,7,142647.32,2024-03-17 23:18:40,2024-08-21 00:56:05
b32bdc75-13a9-4257-9e0e-6a67131dc2d2,Apple iPad Pro 11 (2024),Tablet,Anderson Group,32,111281.04,2024-04-06 10:58:02,2024-08-03 22:14:30
ab6eecda-eadc-4496-ab3a-0ec58b0ae7c5,Acer Swift X,Laptop,Gordon Inc,36,12802.95,2024-03-15 04:33:34,2024-06-08 08:07:14
14344056-0bd6-43b8-9851-d48052aa49b5,Sony Xperia Tablet Z4,Tablet,Powell Inc,76,166397.15,2024-03-03 19:27:35,2024-08-28 04:20:58
c34f6f1b-c9cb-4ad6-946c-efd1ed48fdea,Google Pixel 7a,Mobile,Dennis LLC,99,184443.23,2024-02-11 02:04:54,2024-04-29 19:10:24
400bce70-5453-4a5c-a928-76c25de0eea2,Asus ZenBook 14,Laptop,Perez LLC,34,256376.86,2024-07-21 10:41:22,2024-05-23 04:38:17
1d8f6d1d-2216-410d-90b5-14432b6cd0a3,Samsung Galaxy Tab A8,Tablet,Rodriguez and Sons,15,251888.47,2024-09-01 23:07:31,2024-02-11 07:58:02
17c7969c-7b55-40cc-aa89-c239d86b2c5b,Samsung Galaxy Note 20,Mobile,Parsons-Edwards,13,24668.27,2024-03-22 09:48:15,2024-02-14 11:51:43
f360b294-ff78-4456-b9fa-1dc5fd4d2c88,Microsoft Surface Book 3,Laptop,Peterson Group,82,30671.32,2024-05-29 05:14:32,2024-01-14 05:28:50
6ddf3ada-c19e-4398-914b-77a1657003ef,HP Envy 13,Laptop,"Santana, Holmes and Green",28,182111.2,2024-02-16 10:43:26,2024-02-01 23:08:13
aa9e7808-31fe-4453-972c-384bc8aae6d6,iPad Pro 12.9 (2024),Tablet,Johnson PLC,70,178448.54,2024-01-06 14:24:09,2024-04-30 07:33:59
16b65f06-83fb-4723-ad31-36c1296f6824,Samsung Galaxy Tab A8,Tablet,Garcia-Walker,16,222759.14,2024-06-02 13:39:24,2024-05-07 11:41:49
62eb4f5a-1ef7-4f23-9654-96dda8937315,Samsung Galaxy Buds 2,Accessories,Watson Group,70,132970.65,2024-02-25 08:09:47,2024-06-11 01:43:51
69720ea9-7d98-4afc-82c5-73afe59c415f,Bose QuietComfort Earbuds,Accessories,Gonzalez and Sons,93,38257.78,2024-01-12 05:03:33,2024-02-26 09:31:19
026d7e54-2251-4694-84a6-1fd9a2c83cc6,iPhone 14,Mobile,"Willis, Franco and Pearson",40,120400.3,2024-05-14 23:04:12,2024-03-03 15:29:31
2ed7be5a-4067-478e-9d29-7d632619f448,Lenovo Yoga Tab 13,Tablet,Branch Inc,54,228760.49,2024-03-17 20:47:13,2024-04-19 13:09:54
fd229390-0885-4ed3-aef0-0e4f88a723ab,Sony Xperia Tablet Z4,Tablet,"Wolfe, Anderson and Stone",66,55168.48,2024-07-02 01:41:53,2024-07-18 13:53:10
5e3812d3-88dc-47fc-b46b-53940e7fdddc,Acer Swift X,Laptop,Johnston-Castaneda,97,99421.61,2024-01-24 05:38:31,2024-05-25 17:44:25
48f831f4-549d-4fa8-84da-96b9077c72a4,Xiaomi Mi 13,Mobile,Martinez Group,49,50209.85,2024-08-21 08:09:37,2024-03-29 04:22:09
c3e87ab1-a0f9-49ac-9ecc-0df9574dd8a9,Apple iPad Mini 6,Tablet,Liu-Ellis,98,298739.43,2024-08-05 16:26:04,2024-07-03 23:30:57
cf884ce5-c229-4076-b532-89ee87443b8d,Microsoft Surface Pro 9,Tablet,"Herrera, Cruz and Anderson",3,115976.48,2024-07-11 18:31:24,2024-01-14 10:51:36
b026ebb2-f669-4800-aec9-77e3930a5b85,Logitech MX Master 3S,Accessories,Stewart and Sons,54,281468.55,2024-02-05 23:35:08,2024-08-08 16:01:51
9f6e40b7-be80-49e9-bbc2-b62b11d5a0da,Huawei MatePad Pro,Tablet,Burns Ltd,62,122563.38,2024-01-09 03:57:44,2024-04-12 07:55:55
bd060a9e-ffa6-41bb-ac27-2de4f48304f3,Bose QuietComfort Earbuds,Accessories,Hayes-Christian,29,106240.49,2024-01-19 11:17:26,2024-08-30 12:11:59
eb017573-527a-4bd5-bb32-72e2bc714aa1,JBL Flip 6,Accessories,Gross Group,68,281304.56,2024-08-24 08:23:57,2024-03-05 04:08:13
02cbab95-003a-46e1-b8ef-7cacac3aee26,Huawei P60 Pro,Mobile,Stewart-Martin,0,257543.2,2024-02-19 09:42:30,2024-03-16 09:21:39
45a1e76b-c8d0-4a28-b5b1-ecb464392a7c,Apple iPad Air 5,Tablet,"Matthews, Evans and Anderson",38,194214.71,2024-05-19 03:30:37,2024-05-11 02:16:49
046783dd-5e75-44d4-a809-9d00c1f3dff7,Samsung Galaxy Note 20,Mobile,"Hall, Kennedy and Powell",86,258957.42,2024-06-02 13:24:35,2024-02-14 03:48:26
52bad1bc-afb6-4d7b-b461-1a2241909768,ASUS ROG Flow Z13,Laptop,Krause-Rivera,51,271217.13,2024-08-07 18:10:11,2024-08-05 03:35:41
ba38aab7-ad5c-4c2a-81bb-f68e4ca5d7af,Apple iPad Pro 11 (2024),Tablet,Pacheco-Smith,3,12276.92,2024-01-24 14:34:40,2024-05-17 15:12:19
229013cf-3a82-41ed-b5c6-0f1a03ba001f,Samsung Galaxy Note 20,Mobile,Mendoza-Jones,68,257394.63,2024-01-04 14:10:41,2024-02-19 13:09:36
01c7b465-d6e5-4c2e-863a-5f9c73af691b,Realme GT 3,Mobile,Schaefer-Anderson,24,144444.44,2024-02-05 06:23:30,2024-02-11 08:13:13
71e74aec-0fdf-41a2-b31a-9f01830de46f,Galaxy S23 Ultra,Mobile,Mcknight-Townsend,93,116745.55,2024-07-26 11:10:03,2024-02-12 23:48:49
f4fa2e4f-b0ff-4ae5-9a24-c819f99a022e,LG Gram 17,Laptop,Reid Group,25,115906.82,2024-09-04 01:11:25,2024-05-19 14:43:53
915320f4-23a5-4fb8-a2d5-bb4ab3ddc62f,Amazon Fire HD 10,Tablet,"Sloan, Vasquez and Mckenzie",94,217882.22,2024-02-19 13:37:19,2024-02-09 12:02:53
27180684-1e3e-489c-ab94-e33a6a2229a5,MSI GS66 Stealth,Laptop,"Compton, Jones and Allison",37,113185.05,2024-03-30 09:17:00,2024-06-25 05:41:46
5bc4a363-6c40-4de7-8c0a-4ecbedb4ad04,Bose QuietComfort Earbuds,Accessories,"Thompson, Singh and Brown",86,211852.54,2024-06-26 20:53:33,2024-08-07 01:38:54
